time_us, abag_bias, abag_gain, abag_control, abag_ek_bar, local_vz
1017705, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1027829, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1037940, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1048063, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1058292, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1068413, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1078653, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1088731, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1098972, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1109090, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1119204, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1129322, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1139568, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1149686, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1159916, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1170033, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1180167, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1190415, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1200728, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1210964, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1221081, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1231213, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1241331, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1251550, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1261662, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1271913, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1282164, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1292283, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1302366, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1312513, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1322711, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1332811, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1343027, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1353147, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1363265, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1373392, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1383521, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1393638, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1403863, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1413960, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1424214, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1434463, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1444721, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1454849, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1464978, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1475213, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1485330, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1495595, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1505713, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1515834, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1525957, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1536229, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1546390, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1556692, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1566951, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1577083, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1587198, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1597280, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1607402, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1617527, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1627726, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1637847, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1647967, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1658080, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1668189, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1678302, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1688449, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1698675, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1708759, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1718991, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1729118, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1739380, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1749499, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1759763, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1770008, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1780127, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1790266, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1800548, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1810804, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1820888, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1831070, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1841192, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1851457, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1861584, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1871857, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1882099, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1892228, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1902342, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1912458, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1922653, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1932727, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1942940, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1953061, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1963121, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1973273, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1983549, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
1993674, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2003768, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2013995, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2024136, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2034252, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2044511, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2054597, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2064679, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2074751, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2084848, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2095099, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2105211, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2115291, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2125407, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2135523, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2145647, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2155761, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2165998, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2176116, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2186231, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2196433, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2206554, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2216634, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2226890, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2237001, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2247115, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2257239, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2267362, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2277479, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2287597, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2297807, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2307930, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2318156, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2328275, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2338413, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2348669, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2358916, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2369041, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2379293, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2389414, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2399648, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2409777, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2419998, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2430210, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2440502, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2450728, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2460833, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2471089, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2481211, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
2491331, 0.000000, -0.001000, -0.001000, 0.250000, -0.000000
2501448, 0.000000, -0.001000, -0.001000, 0.250000, -0.000000
2511716, 0.000000, -0.001000, -0.001000, 0.250000, -0.000000
2521847, 0.000000, -0.002000, -0.002000, 0.437500, -0.000000
2531980, 0.000000, -0.001000, -0.001000, 0.578125, 0.000012
2542104, 0.001000, 0.001000, 0.002000, 0.762695, -0.000010
2552235, 0.002000, 0.002000, 0.004000, 0.822021, 0.000020
2562345, 0.003000, 0.003000, 0.006000, 0.866516, -0.000010
2572463, 0.004000, 0.004000, 0.008000, 0.899887, 0.000003
2582577, 0.006000, 0.006000, 0.012000, 0.943686, 0.000004
2592656, 0.007000, 0.007000, 0.014000, 0.957765, -0.000001
2602864, 0.008000, 0.008000, 0.016000, 0.968324, 0.000001
2612979, 0.009000, 0.009000, 0.018000, 0.976243, 0.000004
2623203, 0.011000, 0.011000, 0.022000, 0.986637, -0.000003
2633323, 0.012000, 0.012000, 0.024000, 0.989977, 0.000005
2643562, 0.013000, 0.013000, 0.026000, 0.992483, 0.000002
2653695, 0.014000, 0.014000, 0.028000, 0.994362, -0.000000
2663904, 0.016000, 0.016000, 0.032000, 0.996829, 0.000015
2674150, 0.017000, 0.017000, 0.034000, 0.997622, -0.000001
2684270, 0.018000, 0.018000, 0.036000, 0.998216, 0.000009
2694522, 0.019000, 0.019000, 0.038000, 0.998662, 0.000002
2704570, 0.021000, 0.021000, 0.042000, 0.999247, 0.000004
2714823, 0.022000, 0.022000, 0.044000, 0.999436, -0.000003
2724931, 0.023000, 0.023000, 0.046000, 0.999577, 0.000012
2735191, 0.024000, 0.024000, 0.048000, 0.999683, -0.000001
2745310, 0.026000, 0.026000, 0.052000, 0.999821, -0.000007
2755550, 0.027000, 0.027000, 0.054000, 0.999866, 0.000014
2765669, 0.028000, 0.028000, 0.056000, 0.999900, -0.000000
2775796, 0.029000, 0.029000, 0.058000, 0.999925, 0.000004
2785909, 0.031000, 0.031000, 0.062000, 0.999958, 0.000004
2796171, 0.032000, 0.032000, 0.064000, 0.999968, 0.000013
2806299, 0.033000, 0.033000, 0.066000, 0.999976, -0.000011
2816543, 0.034000, 0.034000, 0.068000, 0.999982, 0.000021
2826663, 0.036000, 0.036000, 0.072000, 0.999990, -0.000002
2836741, 0.037000, 0.037000, 0.074000, 0.999992, 0.000000
2846947, 0.038000, 0.038000, 0.076000, 0.999994, 0.000003
2857061, 0.039000, 0.039000, 0.078000, 0.999996, 0.000006
2867175, 0.041000, 0.041000, 0.082000, 0.999998, 0.000005
2877290, 0.042000, 0.042000, 0.084000, 0.999998, 0.000002
2887410, 0.043000, 0.043000, 0.086000, 0.999999, 0.000010
2897526, 0.044000, 0.044000, 0.088000, 0.999999, 0.000002
2907607, 0.046000, 0.046000, 0.092000, 0.999999, 0.000004
2917726, 0.047000, 0.047000, 0.094000, 1.000000, 0.000009
2927939, 0.048000, 0.048000, 0.096000, 1.000000, 0.000006
2938055, 0.049000, 0.049000, 0.098000, 1.000000, 0.000001
2948237, 0.050000, 0.050000, 0.100000, 1.000000, 0.000014
2958473, 0.052000, 0.052000, 0.104000, 1.000000, 0.000003
2968581, 0.053000, 0.053000, 0.106000, 1.000000, 0.000015
2978829, 0.054000, 0.054000, 0.108000, 1.000000, 0.000004
2988928, 0.055000, 0.055000, 0.110000, 1.000000, 0.000011
2999152, 0.057000, 0.057000, 0.114000, 1.000000, 0.000008
3009274, 0.058000, 0.058000, 0.116000, 1.000000, 0.000021
3019533, 0.059000, 0.059000, 0.118000, 1.000000, 0.000007
3029648, 0.061000, 0.061000, 0.122000, 1.000000, 0.000020
3039766, 0.062000, 0.062000, 0.124000, 1.000000, 0.000006
3049994, 0.063000, 0.063000, 0.126000, 1.000000, 0.000003
3060113, 0.064000, 0.064000, 0.128000, 1.000000, 0.000032
3070246, 0.066000, 0.066000, 0.132000, 1.000000, 0.000015
3080372, 0.067000, 0.067000, 0.134000, 1.000000, 0.000009
3090508, 0.068000, 0.068000, 0.136000, 1.000000, -0.000004
3100707, 0.069000, 0.069000, 0.138000, 1.000000, 0.000013
3110966, 0.070000, 0.070000, 0.140000, 1.000000, 0.000037
3121078, 0.072000, 0.072000, 0.144000, 1.000000, 0.000009
3131325, 0.073000, 0.073000, 0.146000, 1.000000, 0.000008
3141459, 0.074000, 0.074000, 0.148000, 1.000000, 0.000014
3151577, 0.075000, 0.075000, 0.150000, 1.000000, 0.000010
3161813, 0.077000, 0.077000, 0.154000, 1.000000, 0.000015
3172087, 0.078000, 0.078000, 0.156000, 1.000000, 0.000005
3182216, 0.079000, 0.079000, 0.158000, 1.000000, 0.000003
3192338, 0.080000, 0.080000, 0.160000, 1.000000, 0.000010
3202454, 0.082000, 0.082000, 0.164000, 1.000000, 0.000004
3212581, 0.083000, 0.083000, 0.166000, 1.000000, 0.000006
3222789, 0.084000, 0.084000, 0.168000, 1.000000, 0.000013
3232908, 0.085000, 0.085000, 0.170000, 1.000000, 0.000012
3243031, 0.087000, 0.087000, 0.174000, 1.000000, 0.000008
3253146, 0.088000, 0.088000, 0.176000, 1.000000, 0.000016
3263287, 0.089000, 0.089000, 0.178000, 1.000000, 0.000040
3273410, 0.090000, 0.090000, 0.180000, 1.000000, 0.000013
3283656, 0.092000, 0.092000, 0.184000, 1.000000, 0.000007
3293897, 0.093000, 0.093000, 0.186000, 1.000000, 0.000013
3304146, 0.094000, 0.094000, 0.188000, 1.000000, 0.000025
3314388, 0.095000, 0.095000, 0.190000, 1.000000, 0.000008
3324692, 0.097000, 0.097000, 0.194000, 1.000000, 0.000016
3334951, 0.098000, 0.098000, 0.196000, 1.000000, 0.000008
3345082, 0.099000, 0.099000, 0.198000, 1.000000, 0.000014
3355240, 0.100000, 0.100000, 0.200000, 1.000000, 0.000011
3365371, 0.102000, 0.102000, 0.204000, 1.000000, 0.000037
3375484, 0.103000, 0.103000, 0.206000, 1.000000, 0.000018
3385608, 0.104000, 0.104000, 0.208000, 1.000000, 0.000016
3395876, 0.105000, 0.105000, 0.210000, 1.000000, 0.000016
3405988, 0.107000, 0.107000, 0.214000, 1.000000, 0.000014
3416125, 0.108000, 0.108000, 0.216000, 1.000000, 0.000007
3426372, 0.109000, 0.109000, 0.218000, 1.000000, 0.000018
3436515, 0.110000, 0.110000, 0.220000, 1.000000, 0.000034
3446654, 0.112000, 0.112000, 0.224000, 1.000000, 0.000007
3456717, 0.113000, 0.113000, 0.226000, 1.000000, 0.000028
3466846, 0.114000, 0.114000, 0.228000, 1.000000, 0.000013
3476957, 0.115000, 0.115000, 0.230000, 1.000000, 0.000004
3487206, 0.117000, 0.117000, 0.234000, 1.000000, 0.000031
3497320, 0.118000, 0.118000, 0.236000, 1.000000, 0.000017
3507439, 0.119000, 0.119000, 0.238000, 1.000000, 0.000009
3517558, 0.120000, 0.120000, 0.240000, 1.000000, 0.000014
3527677, 0.122000, 0.122000, 0.244000, 1.000000, 0.000014
3537793, 0.123000, 0.123000, 0.246000, 1.000000, 0.000011
3547917, 0.124000, 0.124000, 0.248000, 1.000000, 0.000006
3558034, 0.125000, 0.125000, 0.250000, 1.000000, 0.000015
3568149, 0.127000, 0.127000, 0.254000, 1.000000, 0.000022
3578384, 0.128000, 0.128000, 0.256000, 1.000000, 0.000039
3588521, 0.129000, 0.129000, 0.258000, 1.000000, 0.000015
3598764, 0.130000, 0.130000, 0.260000, 1.000000, 0.000004
3608866, 0.132000, 0.132000, 0.264000, 1.000000, 0.000020
3619120, 0.133000, 0.133000, 0.266000, 1.000000, 0.000022
3629240, 0.134000, 0.134000, 0.268000, 1.000000, 0.000022
3639450, 0.135000, 0.135000, 0.270000, 1.000000, 0.000002
3649565, 0.137000, 0.137000, 0.274000, 1.000000, 0.000032
3659800, 0.138000, 0.138000, 0.276000, 1.000000, 0.000004
3670052, 0.139000, 0.139000, 0.278000, 1.000000, 0.000020
3680189, 0.140000, 0.140000, 0.280000, 1.000000, 0.000002
3690305, 0.142000, 0.142000, 0.284000, 1.000000, 0.000024
3700430, 0.143000, 0.143000, 0.286000, 1.000000, 0.000013
3710683, 0.144000, 0.144000, 0.288000, 1.000000, 0.000019
3720765, 0.145000, 0.145000, 0.290000, 1.000000, 0.000022
3731005, 0.147000, 0.147000, 0.294000, 1.000000, 0.000044
3741114, 0.148000, 0.148000, 0.296000, 1.000000, 0.000024
3751372, 0.149000, 0.149000, 0.298000, 1.000000, 0.000001
3761498, 0.150000, 0.150000, 0.300000, 1.000000, 0.000011
3771748, 0.152000, 0.152000, 0.304000, 1.000000, 0.000038
3781993, 0.153000, 0.153000, 0.306000, 1.000000, 0.000033
3792218, 0.154000, 0.154000, 0.308000, 1.000000, -0.000003
3802355, 0.155000, 0.155000, 0.310000, 1.000000, -0.000000
3812491, 0.157000, 0.157000, 0.314000, 1.000000, 0.000026
3822612, 0.158000, 0.158000, 0.316000, 1.000000, 0.000018
3832693, 0.159000, 0.159000, 0.318000, 1.000000, 0.000007
3842813, 0.160000, 0.160000, 0.320000, 1.000000, 0.000029
3852924, 0.162000, 0.162000, 0.324000, 1.000000, 0.000014
3863050, 0.163000, 0.163000, 0.326000, 1.000000, 0.000011
3873168, 0.164000, 0.164000, 0.328000, 1.000000, 0.000017
3883410, 0.165000, 0.165000, 0.330000, 1.000000, 0.000008
3893529, 0.167000, 0.167000, 0.334000, 1.000000, 0.000007
3903648, 0.168000, 0.168000, 0.336000, 1.000000, 0.000016
3913873, 0.169000, 0.169000, 0.338000, 1.000000, 0.000023
3923993, 0.170000, 0.170000, 0.340000, 1.000000, 0.000006
3934107, 0.172000, 0.172000, 0.344000, 1.000000, 0.000014
3944230, 0.173000, 0.173000, 0.346000, 1.000000, 0.000011
3954483, 0.174000, 0.174000, 0.348000, 1.000000, 0.000014
3964707, 0.175000, 0.175000, 0.350000, 1.000000, 0.000020
3974946, 0.177000, 0.177000, 0.354000, 1.000000, 0.000007
3985066, 0.178000, 0.178000, 0.356000, 1.000000, 0.000022
3995330, 0.179000, 0.179000, 0.358000, 1.000000, 0.000016
4005447, 0.180000, 0.180000, 0.360000, 1.000000, 0.000031
4015696, 0.182000, 0.182000, 0.364000, 1.000000, 0.000034
4025935, 0.183000, 0.183000, 0.366000, 1.000000, 0.000013
4036059, 0.184000, 0.184000, 0.368000, 1.000000, 0.000026
4046306, 0.185000, 0.185000, 0.370000, 1.000000, 0.000019
4056427, 0.187000, 0.187000, 0.374000, 1.000000, 0.000022
4066648, 0.188000, 0.188000, 0.376000, 1.000000, 0.000019
4076764, 0.189000, 0.189000, 0.378000, 1.000000, 0.000014
4087021, 0.190000, 0.190000, 0.380000, 1.000000, 0.000042
4097139, 0.192000, 0.192000, 0.384000, 1.000000, 0.000015
4107265, 0.193000, 0.193000, 0.386000, 1.000000, 0.000030
4117384, 0.194000, 0.194000, 0.388000, 1.000000, 0.000015
4127512, 0.195000, 0.195000, 0.390000, 1.000000, 0.000025
4137623, 0.197000, 0.197000, 0.394000, 1.000000, 0.000016
4147742, 0.198000, 0.198000, 0.396000, 1.000000, 0.000060
4157872, 0.199000, 0.199000, 0.398000, 1.000000, 0.000039
4167992, 0.200000, 0.200000, 0.400000, 1.000000, 0.000015
4178213, 0.202000, 0.202000, 0.404000, 1.000000, 0.000001
4188326, 0.203000, 0.203000, 0.406000, 1.000000, 0.000018
4198564, 0.204000, 0.204000, 0.408000, 1.000000, 0.000046
